id,name,height,weight,base_experience,total_base_stats,attack,defense,hp,special-attack,special-defense,speed,type_1,type_2,offensive_effectiveness,defensive_multiplier_mean,n_moves,max_move_power,mean_move_power,max_power_physical,max_power_special,defensive_multiplier_mean_clipped,defensive_raw,offensive_raw,total_base_stats_norm,max_move_power_norm,offensive_effectiveness_norm,defensive_survivability_norm
654,braixen,10,145,143.0,409,59,58,59,90,70,73,fire,,1.0952380952380953,1.0,39.0,130.0,70.38461538461539,120.0,130.0,1.0,187.0,590.3333333333334,0.2463157894736842,0.52,0.8000000000000006,0.185099451303155
655,delphox,15,390,240.0,534,69,72,75,114,100,104,fire,psychic,1.0476190476190477,1.0714285714285714,53.0,150.0,77.83018867924528,150.0,150.0,1.0714285714285714,230.53333333333333,716.5714285714286,0.3778947368421053,0.6,0.6000000000000004,0.24854823959762232
656,froakie,3,70,63.0,314,56,40,41,62,44,71,water,,1.0714285714285714,1.0,45.0,110.0,61.77777777777778,90.0,110.0,1.0,125.0,454.2857142857143,0.1463157894736842,0.44,0.7000000000000001,0.09473593964334705
657,frogadier,6,109,142.0,405,63,52,54,83,56,97,water,,1.0714285714285714,1.0,48.0,120.0,63.645833333333336,120.0,110.0,1.0,162.0,562.5,0.24210526315789474,0.48,0.7000000000000001,0.14866255144032922
658,greninja,15,400,239.0,530,95,67,72,103,71,122,water,dark,1.0476190476190474,1.0476190476190477,62.0,150.0,67.41935483870968,150.0,150.0,1.0476190476190477,200.45454545454544,712.3809523809523,0.3736842105263158,0.6,0.5999999999999994,0.2047091283202394
659,bunnelby,4,50,47.0,237,36,38,38,32,36,57,normal,,0.9047619047619048,1.0,35.0,140.0,65.57142857142857,140.0,90.0,1.0,112.0,341.0952380952381,0.06526315789473684,0.56,0.0,0.07578875171467764
660,diggersby,10,424,148.0,423,56,77,85,50,77,78,normal,ground,1.0238095238095237,1.0476190476190477,55.0,150.0,77.0909090909091,150.0,150.0,1.0476190476190477,228.13636363636363,586.6428571428571,0.26105263157894737,0.6,0.4999999999999998,0.24505471380471378
661,fletchling,3,17,56.0,278,50,43,45,40,38,62,normal,flying,0.9880952380952381,1.0,29.0,130.0,72.41379310344827,120.0,130.0,1.0,126.0,403.14285714285717,0.10842105263157895,0.52,0.35000000000000026,0.09619341563786007
662,fletchinder,7,160,134.0,382,73,55,62,56,52,84,fire,flying,1.0833333333333335,1.0238095238095237,35.0,130.0,71.42857142857143,120.0,130.0,1.0238095238095237,165.06976744186048,554.6666666666667,0.21789473684210525,0.52,0.7500000000000008,0.15313666379557855
663,talonflame,12,245,175.0,499,81,71,78,74,69,126,fire,flying,1.0833333333333335,1.0238095238095237,39.0,150.0,76.53846153846153,150.0,150.0,1.0238095238095237,212.93023255813955,703.0833333333335,0.3410526315789474,0.6,0.7500000000000008,0.22289214278878364
664,scatterbug,3,25,40.0,200,35,40,38,27,25,35,bug,,0.9761904761904762,1.0714285714285714,5.0,80.0,56.0,60.0,80.0,1.0714285714285714,96.13333333333334,273.3333333333333,0.02631578947368421,0.32,0.29999999999999993,0.05266346593507088
665,spewpa,3,84,75.0,213,22,60,45,27,30,29,bug,,0.9761904761904762,1.0714285714285714,5.0,80.0,59.0,60.0,80.0,1.0714285714285714,126.0,286.0238095238095,0.04,0.32,0.29999999999999993,0.09619341563786007
666,vivillon,12,170,185.0,411,52,50,80,90,50,89,bug,flying,1.0238095238095237,1.1904761904761905,34.0,150.0,72.94117647058823,150.0,150.0,1.1904761904761905,151.2,574.3571428571428,0.24842105263157896,0.6,0.4999999999999998,0.13292181069958847
667,litleo,6,135,74.0,369,50,58,62,73,54,72,fire,normal,1.0,1.0,42.0,130.0,71.9047619047619,120.0,130.0,1.0,174.0,499.0,0.20421052631578948,0.52,0.4000000000000001,0.1661522633744856
668,pyroar,15,815,177.0,507,68,72,86,109,66,106,fire,normal,1.0,1.0,47.0,150.0,75.53191489361703,150.0,150.0,1.0,224.0,657.0,0.3494736842105263,0.6,0.4000000000000001,0.23902606310013716
669,flabebe,1,1,61.0,303,38,39,44,61,79,42,fairy,,1.0714285714285714,0.9761904761904762,30.0,120.0,67.0,90.0,120.0,0.9761904761904762,165.95121951219514,453.2142857142857,0.13473684210526315,0.48,0.7000000000000001,0.15442135902840512
670,floette,2,9,130.0,371,45,47,54,75,98,52,fairy,,1.0714285714285714,0.9761904761904762,30.0,120.0,67.0,90.0,120.0,0.9761904761904762,203.85365853658539,526.0714285714286,0.2063157894736842,0.48,0.7000000000000001,0.20966325403994784
671,florges,11,100,248.0,552,65,68,78,112,154,75,fairy,,1.0714285714285714,0.9761904761904762,30.0,150.0,76.83333333333333,150.0,150.0,0.9761904761904762,307.3170731707317,752.1428571428571,0.3968421052631579,0.6,0.7000000000000001,0.36045869717956436
672,skiddo,9,310,70.0,350,65,48,66,62,57,52,grass,,0.9761904761904762,1.1428571428571428,40.0,130.0,70.875,120.0,130.0,1.1428571428571428,149.625,468.57142857142856,0.18421052631578946,0.52,0.29999999999999993,0.13062628600823045
673,gogoat,17,910,186.0,531,100,62,123,97,81,68,grass,,0.9761904761904762,1.1428571428571428,47.0,150.0,77.55319148936171,150.0,150.0,1.1428571428571428,232.75,664.7857142857142,0.37473684210526315,0.6,0.29999999999999993,0.2517789780521262
674,pancham,6,80,70.0,348,82,62,67,46,48,43,fighting,,1.0714285714285714,1.0714285714285714,55.0,150.0,69.87272727272727,150.0,90.0,1.0714285714285714,165.20000000000002,533.5714285714286,0.18210526315789474,0.6,0.7000000000000001,0.15332647462277094
675,pangoro,21,1360,173.0,495,124,78,95,69,71,58,fighting,dark,1.0476190476190474,1.1071428571428572,72.0,150.0,75.11111111111111,150.0,150.0,1.1071428571428572,220.38709677419354,675.7142857142856,0.3368421052631579,0.6,0.5999999999999994,0.23376034337802556
676,furfrou,12,280,165.0,472,80,60,75,65,90,102,normal,,0.9047619047619048,1.0,26.0,150.0,75.1923076923077,150.0,90.0,1.0,225.0,562.7619047619048,0.3126315789473684,0.6,0.0,0.2404835390946502
677,espurr,3,35,71.0,355,48,54,62,63,60,68,psychic,,1.0,1.0952380952380953,32.0,100.0,67.03125,100.0,100.0,1.0952380952380953,160.69565217391303,455.0,0.18947368421052632,0.4,0.4000000000000001,0.1467614957953122
678,meowstic-male,6,85,163.0,466,48,76,74,83,81,104,psychic,,1.0,1.0952380952380953,41.0,150.0,68.53658536585365,150.0,150.0,1.0952380952380953,210.91304347826085,616.0,0.3063157894736842,0.6,0.4000000000000001,0.2199521381284666
679,honedge,8,20,65.0,325,80,100,45,35,37,28,steel,ghost,1.0357142857142856,0.8214285714285714,28.0,140.0,68.39285714285714,125.0,140.0,0.8214285714285714,221.56521739130434,481.6071428571428,0.15789473684210525,0.56,0.5499999999999996,0.23547742589610543
680,doublade,8,45,157.0,448,110,150,59,45,49,35,steel,ghost,1.0357142857142856,0.8214285714285714,28.0,140.0,68.39285714285714,125.0,140.0,0.8214285714285714,314.0869565217391,608.9999999999999,0.2873684210526316,0.56,0.5499999999999996,0.37032563964931114
681,aegislash-shield,17,530,234.0,500,50,140,60,50,140,60,steel,ghost,1.0357142857142856,0.8214285714285714,33.0,150.0,76.36363636363636,150.0,150.0,0.8214285714285714,413.9130434782609,673.2142857142857,0.34210526315789475,0.6,0.5499999999999996,0.515819765014612
682,spritzee,2,5,68.0,341,52,60,78,63,65,23,fairy,,1.0714285714285714,0.9761904761904762,19.0,100.0,69.21052631578948,70.0,100.0,0.9761904761904762,207.95121951219514,472.5,0.17473684210526316,0.4,0.7000000000000001,0.21563535079795246
683,aromatisse,8,155,162.0,462,72,72,101,99,89,29,fairy,,1.0714285714285714,0.9761904761904762,24.0,150.0,78.33333333333333,150.0,150.0,0.9761904761904762,268.390243902439,655.7142857142857,0.3021052631578947,0.6,0.7000000000000001,0.3037237779785205
684,swirlix,4,35,68.0,341,48,66,62,59,57,49,fairy,,1.0714285714285714,0.9761904761904762,19.0,100.0,72.63157894736842,90.0,100.0,0.9761904761904762,189.51219512195124,472.5,0.17473684210526316,0.4,0.7000000000000001,0.18876091538693168
685,slurpuff,8,50,168.0,480,80,86,82,85,75,72,fairy,,1.0714285714285714,0.9761904761904762,23.0,150.0,81.08695652173913,150.0,150.0,0.9761904761904762,248.9268292682927,675.0,0.32105263157894737,0.6,0.7000000000000001,0.2753563183779986
686,inkay,4,35,58.0,288,54,53,53,37,46,45,dark,psychic,1.0119047619047619,1.1428571428571428,37.0,120.0,65.8108108108108,120.0,120.0,1.1428571428571428,133.0,412.85714285714283,0.11894736842105263,0.48,0.44999999999999996,0.1063957475994513
687,malamar,15,470,169.0,482,92,88,86,68,75,73,dark,psychic,1.0119047619047619,1.1428571428571428,44.0,150.0,69.88636363636364,150.0,150.0,1.1428571428571428,217.875,639.5238095238095,0.3231578947368421,0.6,0.44999999999999996,0.23009902263374485
688,binacle,5,310,61.0,306,52,67,42,39,56,50,rock,water,1.0952380952380953,1.1547619047619047,50.0,110.0,63.46,100.0,110.0,1.1547619047619047,142.88659793814435,455.61904761904765,0.13789473684210526,0.44,0.8000000000000006,0.12080522676169872
689,barbaracle,13,960,175.0,500,105,115,72,54,86,68,rock,water,1.0952380952380953,1.1547619047619047,62.0,150.0,70.93548387096774,150.0,150.0,1.1547619047619047,236.41237113402065,711.9047619047619,0.34210526315789475,0.6,0.8000000000000006,0.25711679606295873
690,skrelp,5,73,64.0,320,60,60,50,60,60,30,poison,water,1.0119047619047619,0.9523809523809523,46.0,120.0,67.28260869565217,120.0,110.0,0.9523809523809523,178.5,445.23809523809524,0.15263157894736842,0.48,0.44999999999999996,0.17271090534979425
691,dragalge,18,815,173.0,494,75,90,65,97,123,44,poison,dragon,0.9642857142857142,1.0119047619047619,51.0,150.0,73.62745098039215,150.0,150.0,1.0119047619047619,274.7294117647059,620.9999999999999,0.3357894736842105,0.6,0.24999999999999964,0.312962962962963
692,clauncher,5,83,66.0,330,53,62,50,58,63,44,water,,1.0714285714285714,1.0,46.0,110.0,70.43478260869566,100.0,110.0,1.0,175.0,471.4285714285714,0.1631578947368421,0.44,0.7000000000000001,0.16760973936899862
693,clawitzer,13,353,100.0,500,73,88,71,120,89,59,water,,1.0714285714285714,1.0,51.0,150.0,75.0,150.0,150.0,1.0,248.0,696.4285714285714,0.34210526315789475,0.6,0.7000000000000001,0.27400548696844995
694,helioptile,5,60,58.0,289,38,33,44,61,43,70,electric,normal,0.9404761904761905,0.9761904761904762,34.0,110.0,65.88235294117646,100.0,110.0,0.9761904761904762,122.92682926829269,375.25,0.12,0.44,0.14999999999999997,0.09171434306935664
695,heliolisk,10,210,168.0,481,55,52,62,109,94,109,electric,normal,0.9404761904761905,0.9761904761904762,47.0,150.0,73.51063829787235,150.0,150.0,0.9761904761904762,213.07317073170734,593.4404761904761,0.32210526315789473,0.6,0.14999999999999997,0.22310047174545822
696,tyrunt,8,260,72.0,362,89,77,58,45,45,48,rock,dragon,1.0476190476190477,1.1547619047619047,48.0,130.0,75.72916666666667,120.0,130.0,1.1547619047619047,155.87628865979383,515.4285714285714,0.1968421052631579,0.52,0.6000000000000004,0.1397373891646515
697,tyrantrum,25,2700,182.0,521,121,119,82,69,59,71,rock,dragon,1.0476190476190477,1.1547619047619047,52.0,150.0,80.76923076923077,150.0,150.0,1.1547619047619047,225.15463917525776,702.952380952381,0.3642105263157895,0.6,0.6000000000000004,0.24070892198039967
698,amaura,13,252,72.0,362,59,50,77,67,63,46,rock,ice,1.1071428571428572,1.380952380952381,43.0,150.0,73.72093023255815,120.0,150.0,1.380952380952381,137.58620689655172,566.8571428571429,0.1968421052631579,0.6,0.8500000000000005,0.11308003405704553
699,aurorus,27,2250,104.0,521,77,72,123,99,92,58,rock,ice,1.1071428571428572,1.380952380952381,47.0,150.0,75.85106382978724,150.0,150.0,1.380952380952381,207.82758620689654,742.8928571428572,0.3642105263157895,0.6,0.8500000000000005,0.21545515822335745
700,sylveon,10,235,184.0,525,65,65,95,110,130,60,fairy,,1.0714285714285714,0.9761904761904762,40.0,150.0,73.375,150.0,150.0,0.9761904761904762,297.0731707317073,723.2142857142857,0.3684210526315789,0.6,0.7000000000000001,0.34552845528455284
701,hawlucha,8,215,175.0,500,92,75,78,74,63,118,fighting,flying,1.0714285714285714,1.0833333333333333,66.0,150.0,78.63636363636364,150.0,150.0,1.0833333333333333,199.3846153846154,696.4285714285714,0.34210526315789475,0.6,0.7000000000000001,0.2031497309275087
702,dedenne,2,22,151.0,431,58,57,67,81,67,101,electric,fairy,1.0238095238095237,0.9285714285714286,39.0,150.0,73.58974358974359,150.0,150.0,0.9285714285714286,205.69230769230768,594.8333333333333,0.2694736842105263,0.6,0.4999999999999998,0.21234304104674473
703,carbink,3,57,100.0,500,50,150,50,50,150,50,rock,fairy,1.0952380952380953,1.119047619047619,34.0,250.0,82.6470588235294,250.0,150.0,1.119047619047619,312.7659574468085,821.4285714285716,0.34210526315789475,1.0,0.8000000000000006,0.3684003152088258
704,goomy,3,28,60.0,300,50,35,45,55,75,40,dragon,,0.9761904761904762,1.0476190476190477,32.0,130.0,67.34375,120.0,130.0,1.0476190476190477,147.95454545454544,419.76190476190476,0.13157894736842105,0.52,0.29999999999999993,0.12819163860830526
705,sliggoo,8,175,158.0,452,75,53,68,83,113,60,dragon,,0.9761904761904762,1.0476190476190477,32.0,130.0,72.03125,120.0,130.0,1.0476190476190477,223.36363636363635,568.1428571428571,0.29157894736842105,0.52,0.29999999999999993,0.23809857837635612
706,goodra,20,1505,270.0,600,100,70,90,110,150,80,dragon,,0.9761904761904762,1.0476190476190477,65.0,150.0,77.61538461538461,150.0,150.0,1.0476190476190477,295.9090909090909,732.1428571428571,0.4473684210526316,0.6,0.29999999999999993,0.3438318368873924
707,klefki,2,30,165.0,470,80,91,57,80,87,75,steel,fairy,1.0595238095238095,0.7738095238095238,27.0,150.0,75.18518518518519,150.0,150.0,0.7738095238095238,303.6923076923077,656.9047619047619,0.3105263157894737,0.6,0.6500000000000002,0.3551756885090218
708,phantump,4,70,62.0,309,70,48,43,50,60,38,ghost,grass,1.0,1.0476190476190477,40.0,120.0,71.125,120.0,120.0,1.0476190476190477,144.13636363636363,429.0,0.14105263157894737,0.48,0.4000000000000001,0.12262673026561914
709,trevenant,15,710,166.0,474,110,76,85,65,82,56,ghost,grass,1.0,1.0476190476190477,52.0,150.0,77.11538461538461,150.0,150.0,1.0476190476190477,231.95454545454544,624.0,0.31473684210526315,0.6,0.4000000000000001,0.2506196221473999
710,pumpkaboo-average,4,50,67.0,335,66,70,49,44,55,51,ghost,grass,1.0,1.0476190476190477,33.0,250.0,76.36363636363636,250.0,120.0,1.0476190476190477,166.0909090909091,585.0,0.16842105263157894,1.0,0.4000000000000001,0.15462495323606434
711,gourgeist-average,9,125,173.0,494,90,122,65,58,75,84,ghost,grass,1.0,1.0476190476190477,40.0,250.0,82.625,250.0,150.0,1.0476190476190477,250.09090909090907,744.0,0.3357894736842105,1.0,0.4000000000000001,0.27705293677515896
712,bergmite,10,995,61.0,304,69,85,55,32,35,28,ice,,1.0952380952380953,1.1666666666666667,35.0,120.0,64.71428571428571,120.0,110.0,1.1666666666666667,150.0,464.3809523809524,0.13578947368421052,0.48,0.8000000000000006,0.13117283950617284
713,avalugg,20,5050,180.0,514,117,184,95,44,46,28,ice,,1.0952380952380953,1.1666666666666667,45.0,150.0,75.55555555555556,150.0,150.0,1.1666666666666667,278.57142857142856,727.2380952380953,0.3568421052631579,0.6,0.8000000000000006,0.31856261022927684
714,noibat,5,80,49.0,245,30,35,40,45,40,55,flying,dragon,1.0238095238095237,1.1071428571428572,47.0,140.0,76.06382978723404,140.0,130.0,1.1071428571428572,103.87096774193547,394.16666666666663,0.07368421052631578,0.56,0.4999999999999998,0.06394088233992654
715,noivern,15,850,187.0,535,70,80,85,97,80,123,flying,dragon,1.0238095238095237,1.1071428571428572,57.0,150.0,79.3859649122807,150.0,150.0,1.1071428571428572,221.29032258064515,701.3095238095237,0.37894736842105264,0.6,0.4999999999999998,0.23507677330855345
716,xerneas,30,2150,306.0,680,131,95,126,131,98,99,fairy,,1.0714285714285714,0.9761904761904762,35.0,150.0,82.71428571428571,150.0,150.0,0.9761904761904762,326.7804878048781,889.2857142857142,0.531578947368421,0.6,0.7000000000000001,0.38882615678008636
717,yveltal,58,2030,306.0,680,131,95,126,131,98,99,dark,flying,1.0476190476190474,1.0238095238095237,43.0,150.0,78.95348837209302,150.0,150.0,1.0238095238095237,311.58139534883725,869.5238095238094,0.531578947368421,0.6,0.5999999999999994,0.3666738443870227
718,zygarde-50,50,3050,270.0,600,100,121,108,81,95,95,dragon,ground,1.0595238095238095,1.119047619047619,46.0,150.0,80.32608695652173,150.0,150.0,1.119047619047619,289.531914893617,794.6428571428571,0.4473684210526316,0.6,0.6500000000000002,0.33453725593205497
719,diancie,7,88,270.0,600,100,150,50,100,150,50,rock,fairy,1.0952380952380953,1.119047619047619,41.0,250.0,79.39024390243902,250.0,150.0,1.119047619047619,312.7659574468085,930.9523809523811,0.4473684210526316,1.0,0.8000000000000006,0.3684003152088258
720,hoopa,5,90,270.0,600,110,60,80,150,130,70,psychic,ghost,1.0119047619047619,1.1428571428571428,49.0,150.0,80.51020408163265,150.0,150.0,1.1428571428571428,236.25,758.9285714285714,0.4473684210526316,0.6,0.44999999999999996,0.2568801440329218
721,volcanion,17,1950,270.0,600,110,120,80,130,90,70,fire,water,1.0833333333333335,0.9880952380952381,54.0,250.0,87.22222222222223,250.0,150.0,0.9880952380952381,293.49397590361446,920.8333333333335,0.4473684210526316,1.0,0.7500000000000008,0.3403118647429223
722,rowlet,3,15,64.0,320,55,55,68,50,50,42,grass,flying,1.0238095238095237,1.2023809523809523,41.0,140.0,64.63414634146342,140.0,130.0,1.2023809523809523,143.88118811881188,470.9523809523809,0.15263157894736842,0.56,0.4999999999999998,0.12225481807440003
723,dartrix,7,160,147.0,420,75,75,78,70,70,52,grass,flying,1.0238095238095237,1.2023809523809523,41.0,140.0,64.63414634146342,140.0,130.0,1.2023809523809523,185.46534653465346,573.3333333333333,0.2578947368421053,0.56,0.4999999999999998,0.1828627307175162
724,decidueye,16,366,239.0,530,107,75,78,100,100,70,grass,ghost,1.0,1.0476190476190477,63.0,150.0,75.71428571428571,150.0,150.0,1.0476190476190477,241.5,680.0,0.3736842105263158,0.6,0.4000000000000001,0.2645318930041152
725,litten,4,43,64.0,320,65,40,45,60,40,70,fire,,1.0952380952380953,1.0,37.0,130.0,68.86486486486487,120.0,130.0,1.0,125.0,492.8571428571429,0.15263157894736842,0.52,0.8000000000000006,0.09473593964334705
726,torracat,7,250,147.0,420,85,50,65,80,50,90,fire,,1.0952380952380953,1.0,38.0,130.0,68.10526315789474,120.0,130.0,1.0,165.0,602.3809523809524,0.2578947368421053,0.52,0.8000000000000006,0.15303497942386832
727,incineroar,18,830,239.0,530,115,90,95,80,90,60,fire,dark,1.0595238095238095,1.0,71.0,150.0,76.73239436619718,150.0,150.0,1.0,275.0,720.4761904761905,0.3736842105263158,0.6,0.6500000000000002,0.31335733882030176
728,popplio,4,75,64.0,320,54,54,50,66,56,40,water,,1.0714285714285714,1.0,38.0,110.0,66.44736842105263,100.0,110.0,1.0,160.0,460.7142857142857,0.15263157894736842,0.44,0.7000000000000001,0.14574759945130317
729,brionne,6,175,147.0,420,69,69,60,91,81,50,water,,1.0714285714285714,1.0,39.0,110.0,66.92307692307692,100.0,110.0,1.0,210.0,567.8571428571429,0.2578947368421053,0.44,0.7000000000000001,0.21862139917695472
730,primarina,18,440,239.0,530,74,74,80,126,116,60,water,fairy,1.0714285714285714,0.9523809523809523,54.0,150.0,72.22222222222223,150.0,150.0,0.9523809523809523,283.5,728.5714285714286,0.3736842105263158,0.6,0.7000000000000001,0.32574588477366256
731,pikipek,3,12,53.0,265,75,30,35,30,30,65,normal,flying,0.9880952380952381,1.0,33.0,140.0,70.3030303030303,140.0,140.0,1.0,95.0,400.17857142857144,0.09473684210526316,0.56,0.35000000000000026,0.051011659807956106
732,trumbeak,6,148,124.0,355,85,50,55,40,50,75,normal,flying,0.9880952380952381,1.0,35.0,140.0,68.71428571428571,140.0,140.0,1.0,155.0,489.1071428571429,0.18947368421052632,0.56,0.35000000000000026,0.138460219478738
733,toucannon,11,260,218.0,485,120,75,80,75,75,60,normal,flying,0.9880952380952381,1.0,44.0,150.0,76.36363636363636,150.0,150.0,1.0,230.0,627.4404761904763,0.3263157894736842,0.6,0.35000000000000026,0.24777091906721535
734,yungoos,4,60,51.0,253,70,30,48,30,30,45,normal,,0.9047619047619048,1.0,38.0,140.0,71.05263157894737,140.0,90.0,1.0,108.0,355.57142857142856,0.08210526315789474,0.56,0.0,0.06995884773662552
735,gumshoos,7,142,146.0,418,110,60,88,55,60,45,normal,,0.9047619047619048,1.0,48.0,150.0,76.04166666666667,150.0,150.0,1.0,208.0,513.9047619047619,0.2557894736842105,0.6,0.0,0.21570644718792867
736,grubbin,4,44,60.0,300,62,45,47,55,45,46,bug,,0.9761904761904762,1.0714285714285714,29.0,90.0,66.03448275862068,90.0,90.0,1.0714285714285714,127.86666666666667,380.7142857142857,0.13157894736842105,0.36,0.29999999999999993,0.09891403749428442
737,charjabug,5,105,140.0,400,82,95,57,55,75,36,bug,electric,0.9761904761904762,1.0,30.0,110.0,67.5,90.0,110.0,1.0,227.0,497.85714285714283,0.23684210526315788,0.44,0.29999999999999993,0.24339849108367625
738,vikavolt,15,450,225.0,500,70,90,77,145,75,43,bug,electric,0.9761904761904762,1.0,45.0,150.0,75.22222222222223,150.0,150.0,1.0,242.0,634.5238095238095,0.34210526315789475,0.6,0.29999999999999993,0.26526063100137176
739,crabrawler,6,70,68.0,338,82,57,47,42,47,63,fighting,,1.0714285714285714,1.0714285714285714,47.0,150.0,73.61702127659575,150.0,120.0,1.0714285714285714,140.93333333333334,522.8571428571429,0.17157894736842105,0.6,0.7000000000000001,0.11795839048925469
740,crabominable,17,1800,167.0,478,132,77,97,62,67,43,fighting,ice,1.0833333333333335,1.2142857142857142,57.0,150.0,74.29824561403508,150.0,150.0,1.2142857142857142,198.47058823529414,680.3333333333334,0.31894736842105265,0.6,0.7500000000000008,0.20181755829903983
741,oricorio-baile,6,34,167.0,476,70,70,75,98,70,93,fire,flying,1.0833333333333335,1.0238095238095237,26.0,140.0,66.34615384615384,140.0,110.0,1.0238095238095237,210.00000000000003,667.3333333333334,0.31684210526315787,0.56,0.7500000000000008,0.21862139917695478
742,cutiefly,1,2,61.0,304,45,40,40,55,40,84,bug,fairy,1.0238095238095237,1.0595238095238095,34.0,140.0,66.91176470588235,140.0,100.0,1.0595238095238095,113.25842696629213,454.57142857142856,0.13578947368421052,0.56,0.4999999999999998,0.07762287880889629
743,ribombee,2,5,162.0,464,55,60,60,95,70,124,bug,fairy,1.0238095238095237,1.0595238095238095,42.0,150.0,72.38095238095238,150.0,150.0,1.0595238095238095,179.32584269662922,628.6190476190476,0.3042105263157895,0.6,0.4999999999999998,0.17391455125537525
744,rockruff,5,92,56.0,280,65,40,45,30,40,60,rock,,1.119047619047619,1.1428571428571428,37.0,140.0,74.5945945945946,140.0,90.0,1.1428571428571428,109.375,470.0,0.11052631578947368,0.56,0.9000000000000004,0.07196287722908093
745,lycanroc-midday,8,250,170.0,487,115,65,75,55,65,112,rock,,1.119047619047619,1.1428571428571428,45.0,150.0,72.0,150.0,90.0,1.1428571428571428,179.375,712.8333333333334,0.32842105263157895,0.6,0.9000000000000004,0.17398619684499314
746,wishiwashi-solo,2,3,61.0,175,20,20,45,25,25,40,water,,1.0714285714285714,1.0,29.0,120.0,73.27586206896552,120.0,110.0,1.0,90.0,316.07142857142856,0.0,0.48,0.7000000000000001,0.04372427983539095
747,mareanie,4,80,61.0,305,53,62,50,43,52,45,poison,water,1.0119047619047619,0.9523809523809523,36.0,120.0,65.83333333333333,120.0,110.0,0.9523809523809523,172.20000000000002,430.0595238095238,0.1368421052631579,0.48,0.44999999999999996,0.16352880658436217
748,toxapex,7,145,173.0,495,63,152,50,53,142,35,poison,water,1.0119047619047619,0.9523809523809523,42.0,150.0,70.0,150.0,150.0,0.9523809523809523,361.20000000000005,652.6785714285714,0.3368421052631579,0.6,0.44999999999999996,0.43899176954732516
749,mudbray,10,1100,77.0,385,100,70,70,45,55,45,ground,,1.1428571428571428,1.0476190476190477,30.0,120.0,73.66666666666667,120.0,90.0,1.0476190476190477,186.13636363636363,577.1428571428571,0.22105263157894736,0.48,1.0,0.18384072203516647
750,mudsdale,25,9200,175.0,500,125,100,100,55,85,35,ground,,1.1428571428571428,1.0476190476190477,36.0,150.0,78.75,150.0,150.0,1.0476190476190477,272.0454545454545,742.8571428571428,0.34210526315789475,0.6,1.0,0.30905115974560415
751,dewpider,3,40,54.0,269,40,52,38,40,72,27,water,bug,1.0238095238095237,1.0238095238095237,35.0,110.0,69.14285714285714,85.0,110.0,1.0238095238095237,158.2325581395349,388.0238095238095,0.09894736842105263,0.44,0.4999999999999998,0.1431715953679778
752,araquanid,18,820,159.0,454,70,92,68,50,132,42,water,bug,1.0238095238095237,1.0238095238095237,38.0,150.0,74.21052631578948,150.0,150.0,1.0238095238095237,285.2093023255814,618.3809523809523,0.29368421052631577,0.6,0.4999999999999998,0.32823715188056274
753,fomantis,3,15,50.0,250,55,35,40,50,35,35,grass,,0.9761904761904762,1.1428571428571428,31.0,130.0,67.90322580645162,90.0,130.0,1.1428571428571428,96.25,370.95238095238096,0.07894736842105263,0.52,0.29999999999999993,0.05283350480109739
754,lurantis,9,185,168.0,480,105,90,70,80,90,45,grass,,0.9761904761904762,1.1428571428571428,43.0,150.0,74.76744186046511,150.0,150.0,1.1428571428571428,218.75,615.0,0.32105263157894737,0.6,0.29999999999999993,0.23137431412894377
755,morelull,2,15,57.0,285,35,55,40,65,75,15,grass,fairy,1.0238095238095237,1.1428571428571428,18.0,120.0,70.83333333333333,80.0,120.0,1.1428571428571428,148.75,414.6428571428571,0.11578947368421053,0.48,0.4999999999999998,0.12935099451303156
756,shiinotic,10,115,142.0,405,45,80,60,90,100,30,grass,fairy,1.0238095238095237,1.1428571428571428,23.0,150.0,76.08695652173913,150.0,150.0,1.1428571428571428,210.0,568.2142857142857,0.24210526315789474,0.6,0.4999999999999998,0.21862139917695472
757,salandit,6,48,64.0,320,44,40,48,71,40,77,poison,fire,1.0238095238095237,1.0595238095238095,46.0,130.0,69.34782608695652,120.0,130.0,1.0595238095238095,120.80898876404494,460.71428571428567,0.15263157894736842,0.52,0.4999999999999998,0.08862764137420816
758,salazzle,12,222,168.0,480,64,60,68,111,60,117,poison,fire,1.0238095238095237,1.0595238095238095,55.0,150.0,70.36363636363636,150.0,150.0,1.0595238095238095,177.43820224719101,645.0,0.32105263157894737,0.6,0.4999999999999998,0.17116336061404727
759,stufful,5,68,68.0,340,75,50,70,45,50,50,normal,fighting,0.9880952380952381,1.0714285714285714,34.0,150.0,75.88235294117646,150.0,120.0,1.0714285714285714,158.66666666666666,484.1666666666667,0.1736842105263158,0.6,0.35000000000000026,0.14380429812528575
760,bewear,21,1350,175.0,500,125,80,120,55,60,60,normal,fighting,0.9880952380952381,1.0714285714285714,42.0,150.0,82.73809523809524,150.0,150.0,1.0714285714285714,242.66666666666669,642.2619047619048,0.34210526315789475,0.6,0.35000000000000026,0.26623228166438045
761,bounsweet,3,32,42.0,210,30,38,42,30,38,32,grass,,0.9761904761904762,1.1428571428571428,25.0,130.0,69.4,90.0,130.0,1.1428571428571428,103.25,331.90476190476187,0.03684210526315789,0.52,0.29999999999999993,0.06303583676268862
762,steenee,7,82,102.0,290,40,48,52,40,48,62,grass,,0.9761904761904762,1.1428571428571428,31.0,130.0,66.93548387096774,90.0,130.0,1.1428571428571428,129.5,410.0,0.12105263157894737,0.52,0.29999999999999993,0.10129458161865569
